id;name
1;Basilisk-Tongue
2;Dagger
3;Dragon Tooth
4;Main-Gauche
5;Knife
6;Heavy Dagger
7;Waqqif
8;Foil
9;Rapier
10;Wolf-Knife
11;Brabak Cudgel
12;Cudgel
13;Club
14;Wyvern-Beater
15;Mage's Staff, short
16;Mage's Staff, medium
17;Molokdeschnaja
18;Orc-Nose
19;Raven's Beak
20;Sun-Scepter
21;Battleaxe
22;Mace
23;Morningstar
24;War Lance
25;Brass Knuckles
26;Wooden Shield
27;Leather Shield
28;Thorwaler Shield
29;Great Shield
30;Barbarian Sword
31;Cutlass
32;Slasher (machette)
33;Khunchomer
34;Short Sword
35;Long Sword
36;Seal-Killer
37;Saber
38;Slave-Death
39;Trident
40;Dschadra
41;Halberd
42;Wooden Spear
43;Quarterstaff
44;Mage's Staff, long
45;Spear
46;Two-Lillies
47;Bastard Sword
48;Double-Khunchomer
49;Great Slave-Death
50;Rondra's Crest
51;Tuzak Knife
52;Great Sword
53;Barbarian Axe
54;Rock-Cleaver
55;Warhammer
56;Dwarf Cudgel
57;Balestrina
58;Iron Forest
59;Hand Crossbow
60;Light Crossbow
61;Heavy Crossbow
62;Elf Bow
63;Composite Bow
64;Short Bow
65;Long Bow
66;Cutting-Tooth
67;Stone
68;Throwing Axe
69;Throwing Dagger
70;Throwing Club
71;Throwing Ring
72;Throwing Disc
73;Throwing Spear
74;Throwing Star
75;Arrow
76;Bolt
77;Bullet
78;Normal Clothing
79;Furs
80;Heavy Clothing
81;Winter Clothing
82;Cloth Armor
83;Gambeson
84;Leather Armor
85;Chain Mail
86;Sclae Mail
87;Plate Mail
88;Bowstring
89;Dagger Sheath
90;Quiver, for 20 arrows or bolts
91;Sword Sheath
92;Underclothes for metal armor
93;Weapon maintenance set (grindstone, cloths)
94;Ball gown
95;Beret
96;Tucker
97;Felt hat
98;Gugel (long hood)
99;Necklace
100;Shirt
101;Pants
102;Pants with pockets
103;Jacket
104;Caftan
105;Hooded cloak
106;Dress
107;Corset
108;Frock
109;Leather Belt
110;Leather gloves
111;Leather hat with broad brim
112;Leather Coat
113;Leather shoes
114;Leather apron with pockets
115;Leather boots
116;Loincloth
117;Mage robe
118;Coat
119;Nightgown
120;Fur mittens
121;Fur-padded boots
122;Fur hat
123;Skirt
124;Sandals
125;Scarf
126;Veil
127;Bodice
128;Silk sash
129;Silk stockings
130;Straw hat
131;Tunic
132;Turban
133;Underpants
134;Underdress
135;Tabard
136;Vest
137;Wool socks
138;Clothing package: Not Free
139;Clothing package: Free
140;Clothing package: Lesser Noble
141;Clothing package: Noble
142;Clothing package: Aristocracy
143;Angling gear and fishing line, 30'
144;Cup
145;Hatchet
146;Broom
