id;name
1;Basiliskenzunge
2;Dolch
3;Drachenzahn
4;Linkhand
5;Messer
6;Schwerer Dolch
7;Waqqif
8;Florett
9;Rapier
10;Wolfsmesser
11;Brabakbengel
12;Keule
13;Knüppel
14;Lindwurmschläger
15;Magierstab, kurz
16;Magierstab, mittel
17;Molokdeschnaja
18;Orknase
19;Rabenschnabel
20;Sonnenzepter
21;Streitaxt
22;Streitkolben
23;Morgenstern
24;Kriegslanze
25;Schlagring
26;Holzschild
27;Lederschild
28;Thorwalerschild
29;Großschild
30;Barbarenschwert
31;Entermesser
32;Haumesser
33;Khunchomer
34;Kurzschwert
35;Langschwert
36;Robbentöter
37;Säbel
38;Sklaventod
39;Dreizack
40;Dschadra
41;Hellebarde
42;Holzspeer
43;Kampfstab
44;Magierstab, lang
45;Speer
46;Zweililien
47;Anderthalbhänder
48;Doppelkhunchomer
49;Großer Sklaventod
50;Rondrakamm
51;Tuzakmesser
52;Zweihänder
53;Barbarenstreitaxt
54;Felsspalter
55;Kriegshammer
56;Zwergenschlägel
57;Balestrina
58;Eisenwalder
59;Handarmbrust
60;Leichte Armbrust
61;Schwere Armbrust
62;Elfenbogen
63;Kompositbogen
64;Kurzbogen
65;Langbogen
66;Schneidzahn
67;Stein
68;Wurfbeil
69;Wurfdolch
70;Wurfkeule
71;Wurfring
72;Wurfscheibe
73;Wurfspeer
74;Wurfstern
75;Pfeil
76;Bolzen
77;Kugel
78;Normale Kleidung
79;Felle
80;Schwere Kleidung
81;Winterkleidung
82;Stoffrüstung
83;Gambeson
84;Lederüstung
85;Kettenrüstung
86;Schuppenrüstung
87;Plattenrüstung
88;Bogensehne
89;Dolchscheide
90;Köcher, für 20 Pfeile oder Bolzen
91;Schwertscheide
92;Unterkleidung für Metallrüstungen
93;Waffenpflegeset (Schleifstein, Tücher)
94;Ballkleid
95;Barett
96;Brusttuch
97;Filzhut
98;Gugel
99;Halstuch
100;Hemd
101;Hose
102;Hose mit Hosentasche
103;Jacke
104;Kaftan
105;Kapuzenumhang
106;Kleid
107;Korsett
108;Kutte
109;Ledergürtel
110;Lederhandschuhe
111;Lederhut mit breiter Krempe
112;Ledermantel
113;Lederschuhe
114;Lederschürze mit Taschen
115;Lederstiefel
116;Lendenschurz
117;Magierrobe
118;Mantel
119;Nachthemd
120;Pelzfäustlinge
121;Pelzgefütterte Stiefel
122;Pelzmütze
123;Rock
124;Sandalen
125;Schal
126;Schleier
127;Schnürmieder
128;Seidenschärpe
129;Seidenstrümpfe
130;Strohhut
131;Tunika
132;Turban
133;Unterhosen
134;Unterkleid
135;Wappenrock
136;Weste
137;Wollstrümpfe
138;Kleidungsset: Unfrei
139;Kleidungsset: Frei
140;Kleidungsset: Niederadel
141;Kleidungsset: Adel
142;Kleidungsset: Hochadel
143;Angel mit Angelschnur
144;Becher
145;Beil/Handaxt
146;Besen
147;Bratspieß
148;Dreizack
149;Dreschflegel
150;Essbesteck
151;Feile
152;Flaschenzug für 250 Stein
153;Hammer
154;Handbohrer
155;Handsäge
156;Hängematte
157;Haumesser
158;Holzfälleraxt
159;Holzschale
160;Holzteller
